auct_id,item_leaf_category_name,listing_title,listing_subtitle,listing_start_date,listing_end_date,listing_durtn_days,listing_type_code,feedback_score_at_listing_time,start_price,buy_it_now_price,buy_it_now_listed_flag,bold_fee_flag,featured_fee_flag,category_featured_fee_flag,gallery_fee_flag,gallery_featured_fee_flag,ipix_featured_fee_flag,reserve_fee_flag,highlight_fee_flag,schedule_fee_flag,border_fee_flag,qty_available_per_listing,category_avg_gms
230,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod Mini 4 GB - Silber - NEU,,10/1/05,10/3/05,2,9,57,175,0,N,N,N,N,N,N,N,N,N,N,N,1,167.977
231,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,NEUWERTIGER Ipod Mini Silber,,10/1/05,10/2/05,1,1,76,1,180,Y,N,N,N,Y,N,N,N,N,N,N,1,167.977
232,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,IPOD Mini 4 GB Blau fast NEU + Zubehˆr + Skin +Garantie,,10/1/05,10/6/05,5,1,43,1,135,Y,N,N,N,Y,N,Y,N,N,N,N,1,161.512
233,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,"Apple iPod Mini 4GB, blau - Top Zustand",,10/1/05,10/8/05,7,1,50,1,0,N,N,N,N,N,N,N,N,N,N,N,1,161.512
234,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,apple ipod mini / 4 GB / silber /  neu / ovp,,10/2/05,10/9/05,7,1,1331,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,167.977
235,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,apple ipod mini / 4 GB / neu / pink / 18 Std. batterie,,10/2/05,10/9/05,7,1,1331,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,173.45
237,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,I Pod mini -neuwertig- (mit Schutzh¸lle),,10/1/05,10/4/05,3,1,22,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,161.512
238,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,"APPLE ipod 40GB, cooler MP3 Player, MP 3, 4.Generation",nur 3 Tage!!!!  :-) mit Dockingstation+Netzteil+Synck.!,10/2/05,10/5/05,3,1,14,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,221.153
243,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod Mini 4 GB - Silber - NEU - Ungeˆffnet - OVP,,10/2/05,10/9/05,7,1,121,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,167.977
244,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,IPod mini 4GB (Silver) Neu,,10/2/05,10/3/05,1,1,114,160,165,Y,N,N,N,Y,N,Y,N,N,Y,N,1,167.977
247,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini Tragbarer MP3-Player 4GB Silber,,10/2/05,10/5/05,3,9,6602,179.99,0,N,N,N,N,Y,N,N,N,N,N,N,5,167.977
252,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,Apple iPod 40 GB mit komplettem Zubehˆr OVP,,10/2/05,10/12/05,10,1,222,1,299,Y,Y,N,N,Y,N,Y,N,N,N,N,1,221.153
253,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini 4 GB 4GB silber 1.Gen Topzustand!,,10/2/05,10/9/05,7,1,12,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,167.977
254,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Apple iPod mini 4GB silber, Garantie #OVP#",,10/2/05,10/3/05,1,1,69,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,167.977
258,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini 4GB silber inkl. Zubehˆr,,10/2/05,10/9/05,7,1,73,49,0,N,N,N,N,N,N,N,N,N,Y,N,1,167.977
260,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,IPOD MINI : 4 GB und auch noch Gr¸n...!!!,,10/2/05,10/3/05,1,9,16,153,0,N,N,N,N,N,N,N,N,N,N,N,1,164.757
264,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Apple iPod mini 4 GB silber   Garantie, Zubehˆr, OVP",,10/2/05,10/9/05,7,1,25,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,167.977
267,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,APPLE  iPod mini -4GB--  -- PINK--  --GARANTIE--  --OVP,,10/2/05,10/9/05,7,1,289,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,173.45
270,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod mini 4GB (silber) + Zubehˆr,,10/2/05,10/9/05,7,1,14,1,0,N,N,N,N,N,N,N,N,N,N,N,1,167.977
273,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod mini 4 GB (Silber) Neu/OVP,,10/2/05,10/9/05,7,1,376,1,0,N,N,N,N,N,N,N,N,N,N,N,1,167.977
283,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,Apple iPod mini 4 GB Green,"in top Zustand, OVP mit Rechung und Restgarantie",10/3/05,10/10/05,7,1,0,1,0,N,N,N,N,N,N,N,N,Y,Y,N,1,164.757
286,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,!! Apple iPod mini 4GB silber OVP guter Zustand !!,,10/3/05,10/8/05,5,1,58,1,0,N,N,N,N,N,N,N,N,N,N,N,1,167.977
289,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"iPod mini silber, 4GB",Der stylishe MP3 Player f¸r Windows und Mac,10/3/05,10/8/05,5,1,14,1,0,N,Y,N,N,Y,N,Y,N,N,Y,N,1,167.977
291,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple ipod mini 4 GB silber *neu,,10/3/05,10/6/05,3,1,178,109,175,Y,N,N,N,N,N,N,N,N,N,N,1,167.977
293,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,iPod Mini 4GB Blau (wie neu),!!! Inkl. Original Zubehˆr !!! NP 200ˇ,10/3/05,10/10/05,7,1,99,130,0,N,Y,N,N,Y,N,Y,N,N,N,N,1,161.512
294,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,ipod mini silber NEU in OVP mit Garantie,,10/3/05,10/3/05,0,9,97,165,0,N,N,N,N,N,N,N,N,N,N,N,1,167.977
295,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod mini silber  4 GB Nur 2 Monate alt#,,10/3/05,10/13/05,10,1,1,120.5,0,N,N,N,N,N,N,N,N,N,N,N,1,167.977
297,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod mini 4 GB silver,,10/3/05,10/8/05,5,9,432,195,0,N,N,N,N,N,N,N,N,N,N,N,2,167.977
298,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,iPod Mini in Pink  **NEUWERTIG**OVP**,,10/3/05,10/4/05,1,1,24,50,190,Y,Y,N,N,Y,N,Y,N,N,N,N,1,173.45
299,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod Mini 4GB - OVP - wie NEU !!!,noch incl. Schutzfolie und Garantie,10/3/05,10/10/05,7,1,208,1,0,N,Y,N,N,Y,N,Y,N,N,N,N,1,167.977
300,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,Apple iPod G4 40 GB in OVP + Zubehˆr,,10/3/05,10/10/05,7,1,134,149,279,Y,N,N,N,N,N,N,N,N,N,N,1,221.153
301,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,"Apple iPod mini, gr¸n,4GB vom 8.05+Remote Fernbedienung",,10/3/05,10/10/05,7,1,10,100,180,Y,N,N,N,N,N,Y,N,N,N,N,1,164.757
302,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,iPod 40GB - 3. Generation - OVP,,10/4/05,10/9/05,5,1,117,1,0,N,N,N,N,N,N,N,N,N,Y,Y,1,221.153
303,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,************ Apple iPod mini 4 GB wie NEU ************,,10/3/05,10/8/05,5,1,73,1,160,Y,Y,N,N,Y,N,Y,N,N,N,N,1,167.977
304,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,+++ iPod Mini 4GB gr¸n +++,,10/3/05,10/10/05,7,1,29,150,0,N,N,N,N,N,N,N,N,N,N,N,1,164.757
305,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"ab 1,00ˇ: i-pod mini Silber  NEU & OVP",,10/3/05,10/4/05,1,2,25,1,0,N,Y,N,N,Y,N,N,N,Y,N,Y,3,167.977
307,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,"iPOD 40 GB, 2,5Jahre alt, sehr guter Zustand, mit OVP",,10/3/05,10/10/05,7,1,42,40,0,N,Y,N,N,Y,N,Y,N,N,N,N,1,221.153
308,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,IPod Mini ***NEU*** 4 GB silber mit kompletter GARANTIE,,10/3/05,10/3/05,0,9,349,170,0,N,N,N,N,N,N,N,N,N,N,N,1,167.977
309,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini 4GB silber neuwertig in OVP,,10/3/05,10/10/05,7,1,85,1,159,Y,N,N,N,Y,N,Y,N,N,N,N,1,167.977
310,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,Apple iPod mini 4 GB Neuwertig mit Restgarantie,,10/3/05,10/11/05,8,9,559,175,0,N,N,N,N,N,N,N,N,N,N,N,1,164.757
313,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,"Ipod Mini neuwerti mit viel Musik, Zubehˆr",,10/4/05,10/11/05,7,1,52,1,0,N,N,N,N,N,N,N,N,N,Y,N,1,164.757
314,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,Apple iPod mini 4GB in Gr¸n + extra Schutzh¸lle,,10/4/05,10/4/05,0,1,108,90,115,Y,N,N,N,N,N,Y,N,N,N,N,1,164.757
315,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini 4 GB neuw. versandkostenfrei!!!,,10/4/05,10/9/05,5,1,849,1,159,Y,N,N,N,N,N,N,N,N,N,N,1,167.977
316,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,iPod mini,,10/4/05,10/9/05,5,1,21,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,161.512
317,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod 4 GB silber NEU,,10/4/05,10/11/05,7,1,301,140,0,N,Y,N,N,N,N,Y,N,N,N,N,1,167.977
319,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple Ipod Mini 4GB Silber Silver,,10/4/05,10/5/05,1,1,37,130,149,Y,Y,N,N,Y,N,N,N,Y,N,N,1,167.977
320,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPOD mini 4 GB *NEU*,,10/4/05,10/7/05,3,1,200,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,167.977
325,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPOD Mini 4GByte in Silber - Originalverschweist - NEU,,10/4/05,10/7/05,3,1,314,1,0,N,N,N,N,N,N,N,N,N,N,N,1,167.977
327,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,IPod Mini  4GB Gr¸n !!!!!!!!,,10/4/05,10/7/05,3,1,967,1,0,N,N,N,N,N,N,N,N,N,N,N,1,164.757
328,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,Apple ipod 40 GB Top mp3 player 4 Generation,,10/4/05,10/7/05,3,1,144,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,221.153
330,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"APPLE iPod mini 4GB,SILVER,NEU+OVP+USB Power Adapter",,10/4/05,10/9/05,5,1,22,200,220,Y,N,N,N,N,N,N,N,N,N,N,1,167.977
333,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,Original APPLE 60 GB Photo iPod*NEU*OVP*,,10/6/05,10/16/05,10,1,52,1,0,N,Y,N,N,Y,N,Y,N,N,Y,N,1,221.153
335,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,iPOD mini 4GB pink 1. Generation in OVP f¸r Mac/PC,,10/9/05,10/16/05,7,1,113,1,0,N,N,N,N,N,N,N,N,N,Y,N,1,173.45
338,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,i Pod mini 4 GB neuwertig,,10/4/05,10/11/05,7,1,10,75,0,N,N,N,N,N,N,Y,N,N,N,N,1,167.977
340,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Original APPLE 4 GB IPOD Silber 2. Gen. **NEU**,,10/5/05,10/12/05,7,1,12,50,0,N,Y,N,N,Y,N,N,N,N,Y,N,1,167.977
345,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,iPod photo 40 GB inkl. Zubehˆr,,10/5/05,10/12/05,7,1,26,1,299,Y,Y,N,N,Y,N,N,N,Y,Y,N,1,221.153
348,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,iPod mini 4GB + iPod USB Power Adapter,,10/5/05,10/10/05,5,1,3,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,164.757
349,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,"Apple iPod MP3 mini Player 4GB blau statt 199,00 Euro",Sofort lieferbar bei Nachnahme sogar noch heute*,10/5/05,10/14/05,9,9,13890,176,0,N,N,N,N,Y,N,N,N,N,N,Y,1,161.512
350,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,"Apple iPod MP3 mini Player 4GB blau statt 199,00 Euro",,10/5/05,10/12/05,7,9,13890,159,0,N,N,N,N,N,N,N,N,N,N,N,1,161.512
352,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Ipod Mini 4GB Blau Top Zustand!!!,,10/5/05,10/8/05,3,1,108,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,167.977
355,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Apple iPod Mini, MP3 Player, silber, 4 GB, Mac/Windows",Fast wie neu! OVP mit Rechnung!,10/6/05,10/13/05,7,1,3,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,167.977
356,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,Apple - iPod mini - pink - 4 GB - orig. Lieferumfang,,10/5/05,10/12/05,7,1,929,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,173.45
360,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,APPLE iPOD 40 GB MIT OVP,,10/7/05,10/17/05,10,1,3371,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,221.153
361,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"I Pod mini, 4 GB und I Pod Shuffle 512 MB",,10/5/05,10/12/05,7,1,29,100,0,N,N,N,N,N,N,N,N,N,N,N,1,167.977
362,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,Ipod mini!!!!!!!!!!! BLAU und 4GB!!!!!!!!!!!!!!,,10/5/05,10/5/05,0,9,16,153,0,N,N,N,N,N,N,N,N,N,N,N,1,161.512
363,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,IPOD MINI 4GB SILBER NEUWERTIG + ZUBEH÷R,,10/5/05,10/8/05,3,1,47,1,175,Y,N,N,N,N,N,N,N,N,Y,N,1,167.977
365,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,iPod mini green 4 GB 1. Generation,,10/5/05,10/10/05,5,1,116,1,150,Y,N,N,N,N,N,N,N,N,N,N,1,164.757
366,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini 4GB silber neuwertig OVP - ohne Versand,,10/5/05,10/5/05,0,1,41,150,155,Y,Y,N,N,N,N,N,N,N,N,N,1,167.977
367,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,IPOD MINI + APPLE + SILBER + GARANTIE,,10/5/05,10/10/05,5,1,84,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,167.977
368,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Ipod Mini Silber NagelNeu Ovp Unbenutzt und Garantie,,10/5/05,10/6/05,1,1,10,1,0,N,N,N,N,N,N,N,N,N,N,N,1,167.977
369,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,Apple ipod 40GB mp3-Player Dock *viel Zubehˆr* i-pod,,10/5/05,10/10/05,5,1,100,1,0,N,N,N,N,Y,N,Y,N,Y,N,N,1,221.153
371,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,apple ipod mini 4 GB blau *wie neu* i-pod mp3-Player,,10/5/05,10/10/05,5,1,100,1,0,N,N,N,N,Y,N,N,N,Y,N,N,1,161.512
373,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,apple ipod mini 4 GB blau *viel Zubehˆr* i-pod dock,,10/6/05,10/9/05,3,1,100,1,0,N,N,N,N,Y,N,N,N,Y,Y,N,1,161.512
376,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Apple iPod 4 GB mini 5. Generation, Silber-NEU OVP",,10/5/05,10/12/05,7,1,44,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,167.977
378,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Apple iPod Mini, Silber, kaum benutzt, Garantie!",,10/5/05,10/6/05,1,1,342,1.99,175,Y,N,N,N,Y,N,Y,N,N,N,N,1,167.977
380,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod mini gekauft am 16.08.2005 in SilberTop !!!!,,10/6/05,10/6/05,0,9,62,165,0,N,N,N,N,N,N,Y,N,N,N,N,1,167.977
381,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,Apple iPod 40gb; 4.Gen. + OVP + Restgarantie (9 mon.),,10/6/05,10/13/05,7,1,58,1,0,N,N,N,N,Y,N,Y,N,N,Y,Y,1,221.153
383,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,"Apple IPod 40 GB, 4. Generation, Klick-Wheel, Zubehˆr",,10/6/05,10/9/05,3,1,88,20,280,Y,N,N,N,Y,N,N,N,N,Y,N,1,221.153
384,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,Apple iPod mini 4 GB Pink Austellungsst¸ck wie Neu,,10/6/05,10/16/05,10,1,2035,1,0,N,N,N,N,N,N,N,N,N,N,N,1,173.45
385,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,Apple iPod mini 4 GB Pink Austellungsst¸ck wie Neu,,10/6/05,10/13/05,7,1,2035,1,0,N,N,N,N,N,N,N,N,N,N,N,1,173.45
387,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini 4 GB Silver Ausstellungsst¸ck wie Neu,,10/6/05,10/13/05,7,1,2035,1,0,N,N,N,N,N,N,N,N,N,N,N,1,167.977
389,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,I Pod Mini green NEU OVP 4GB,,10/6/05,10/9/05,3,1,200,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,164.757
390,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,I Pod Mini silber NEU OVP 4GB,,10/6/05,10/9/05,3,1,200,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,167.977
394,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,Apple iPod mini 2005 Pink 4GB wie NEU  iTrip + Zubehˆr,,10/6/05,10/11/05,5,1,39,1,190,Y,N,N,N,Y,N,N,N,N,N,N,1,173.45
395,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,Apple iPod 4GB,,10/6/05,10/9/05,3,1,28,1,180,Y,N,N,N,N,N,N,N,N,N,N,1,161.512
396,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod mini 4GB Silber 2. Generation + Zubehˆr TOP!,,10/6/05,10/11/05,5,1,1,1,0,N,N,N,N,N,N,N,N,N,N,N,1,167.977
399,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,Apple - ipod Mini 4GB  ** BLAU ** NEU/OVP ! Rechnung,,10/6/05,10/9/05,3,1,1374,1,0,N,N,N,N,N,N,N,N,N,N,N,1,161.512
400,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,Apple - ipod Mini 4GB  ** BLAU ** NEU/OVP ! Rechnung,,10/6/05,10/7/05,1,1,1374,1,0,N,N,N,N,N,N,N,N,N,N,N,1,161.512
405,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,APPLE IPOD MINI 4 GB MIT ZUBEH÷R UND OVP  **TOP**,,10/6/05,10/9/05,3,1,117,1.99,0,N,N,N,N,N,N,N,N,N,N,N,1,161.512
406,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,"Apple iPod mini 4 GB Gr¸n, Neu, Unbenutzt",,10/6/05,10/9/05,3,1,33,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,164.757
408,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,"iPOD MINI (2nd Gen.) 4GB, 4 WOCHEN ALT MIT RECHNUNG",,10/6/05,10/11/05,5,1,27,1,0,N,N,N,N,N,N,N,N,N,N,N,1,161.512
409,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,Apple MP3 Player Mini I Pod PÌnk mit sw Ledertasche,,10/6/05,10/16/05,10,1,111,1,0,N,N,N,N,N,N,Y,N,N,N,N,1,173.45
410,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Apple I-Pod Mini 4Gb, Silber +Silikoh¸lle u. Schl¸sselb",,10/7/05,10/14/05,7,1,147,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,167.977
411,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,Apple IPod mini gr¸n inklusive Dockingstation+Armband,,10/7/05,10/14/05,7,1,56,1,0,N,N,N,N,N,N,N,N,N,Y,N,1,164.757
413,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPOD mini 4Gb neu und OVP niedrige Versandkosten,,10/6/05,10/16/05,10,1,2,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,167.977
414,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,"Ipod mini blau,4Gb,Neu&OVP,G-Unit ,Apple,  Sean John",,10/6/05,10/9/05,3,1,57,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,161.512
417,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,Ipod mini wird verkauft,,10/7/05,10/10/05,3,1,0,1,0,N,N,N,N,N,N,N,N,N,N,N,1,164.757
418,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod mini 4GB silber mit Fernbedienung + Garantie,,10/7/05,10/14/05,7,1,32,99,179,Y,N,N,N,Y,N,Y,N,Y,N,N,1,167.977
420,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini Silber 4 GB inkl. Dockingstation,,10/7/05,10/10/05,3,1,61,1,199,Y,N,N,N,N,N,N,N,N,N,N,1,167.977
423,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,Apple - ipod Mini 4GB  ** BLAU ** NEU/OVP ! Rechnung,,10/7/05,10/10/05,3,1,1378,1,0,N,N,N,N,N,N,N,N,N,N,N,1,161.512
424,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,Apple - ipod Mini 4GB  ** BLAU ** NEU/OVP ! Rechnung,,10/7/05,10/12/05,5,1,1378,1,0,N,N,N,N,N,N,N,N,N,N,N,1,161.512
425,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,Apple - ipod Mini 4GB  ** BLAU ** NEU/OVP ! Rechnung,,10/7/05,10/14/05,7,1,1378,1,0,N,N,N,N,N,N,N,N,N,N,N,1,161.512
432,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,iPod mini 4GB pink (neu) INKL. ZUBEH÷R ** L E S E N  **,,10/7/05,10/10/05,3,1,7068,1,0,N,N,N,N,N,N,N,N,N,N,N,1,173.45
433,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple Ipod Mini 4GB Speicher silber Neu und OVP,,10/7/05,10/17/05,10,1,288,1.99,0,N,N,N,N,Y,N,Y,N,N,N,N,1,167.977
438,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,iPod 3.Gen 40 GB incl PodGear,"Kopfhˆrer,Kabelfernbedinung,Dock,Autohalterung",10/7/05,10/8/05,1,1,474,100,250,Y,N,N,N,N,N,N,N,Y,N,N,1,221.153
439,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini Tragbarer MP3-Player 4GB Silber,,10/8/05,10/11/05,3,9,6631,179.99,0,N,N,N,N,Y,N,N,N,N,N,N,3,167.977
442,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,"iPod 40GB, 4. Generation, Super Zustand",,10/9/05,10/9/05,0,1,65,50,245,Y,N,N,N,Y,N,N,N,N,Y,N,1,221.153
446,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,"IPOD MINI (GR‹N, 4GB - 1000 LIEDER)  **NEUWERTIG**",,10/8/05,10/8/05,0,9,13,168,0,N,N,N,N,N,N,N,N,N,N,N,1,164.757
451,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,Apple Ipod Mini,,10/8/05,10/15/05,7,1,0,180,0,N,N,N,N,Y,N,Y,N,N,N,N,1,197.022
