auct_id,item_leaf_category_name,listing_title,listing_subtitle,listing_start_date,listing_end_date,listing_durtn_days,listing_type_code,feedback_score_at_listing_time,start_price,buy_it_now_price,buy_it_now_listed_flag,bold_fee_flag,featured_fee_flag,category_featured_fee_flag,gallery_fee_flag,gallery_featured_fee_flag,ipix_featured_fee_flag,reserve_fee_flag,highlight_fee_flag,schedule_fee_flag,border_fee_flag,qty_available_per_listing,gms,category_avg_gms,gms_greater_avg
200,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,iPod photo 40 GB Sennheiser Px 100 Griffin Stˆpsel /240,,9/30/05,10/10/05,10,1,1178,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,314.9,221.153,1
202,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,Apple IPod Mini - PINK - mit Garantie XXL Zubehˆr Paket,,9/30/05,10/10/05,10,1,66,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,162.02,173.45,0
204,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,ipod mini 4GB silber,,9/30/05,10/7/05,7,1,14,1,0,N,N,N,N,N,N,N,N,N,N,N,1,151,167.977,0
205,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,Ipod mini Pink+HangPhones+ iSee mini+ USB+ Firewire,,9/30/05,10/7/05,7,1,0,50,0,N,N,N,N,N,N,N,N,N,N,N,1,141,173.45,0
207,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,Aplle IPOD Mini 4GB gr¸n TOP+TOP+TOP,unbedingt reinschauen !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,9/30/05,10/7/05,7,1,43,1,0,N,Y,N,N,Y,N,N,N,N,Y,N,1,161,164.757,0
208,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPOD Mini in silber 4 GB,,9/30/05,10/5/05,5,1,24,1,0,N,N,N,N,N,N,N,N,N,N,N,1,165,167.977,0
209,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,"MEGA I-POD VON S-OLIVER ;LIMITED,NICHT IM H¡NDEL",,9/30/05,10/7/05,7,1,43,299,339,Y,Y,N,N,Y,N,Y,N,N,N,N,1,,173.45,0
210,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Apple iPod mini in silber, 4GB, Neu & mit OVP",mit kompletten Zubehˆr & Restgarantie,10/2/05,10/12/05,10,1,79,1,0,N,Y,N,N,Y,N,N,N,Y,Y,N,1,163,167.977,0
211,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,Apple IPod Mini 4 GB! I Pod! MP3 Player! Top!,,9/30/05,10/5/05,5,1,14,1,0,N,N,N,N,N,N,N,N,N,N,N,1,156,161.512,0
213,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple ipod mini 4 GB Silber + TOP ZUBEH÷R,,10/1/05,10/4/05,3,1,35,1,145,Y,N,N,N,Y,N,N,N,N,Y,N,1,141,167.977,0
216,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,**Apple i Pod Photo 40GB**TOP-Zustand**,,10/1/05,10/4/05,3,1,3,1,0,N,N,N,N,N,N,Y,N,N,N,N,1,261.42,221.153,1
217,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Neuwertig IPOD mini SILBER  (aktuelles Modell),,10/1/05,10/8/05,7,1,34,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,151,167.977,0
218,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod mini 4GB,,10/1/05,10/8/05,7,1,30,1,0,N,N,N,N,N,N,N,N,N,N,N,1,142,167.977,0
219,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,Apple iPOD 3.Generation 40GB / 3. Generation 40 GB,inklusive sehr sehr vielen aktuellen Alben UND PodGear,10/1/05,10/8/05,7,1,63,1,0,N,Y,N,N,Y,N,Y,N,N,Y,N,1,292.54,221.153,1
221,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,Apple iPod MP3 mini Musicplayer 4GB pink statt 199 Euro,,10/1/05,10/3/05,2,9,13857,159,0,N,N,N,N,N,N,N,N,N,N,N,1,159,173.45,0
222,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,Apple IPod mini Gr¸n mit Netzteil - absolut neuwertig,,10/1/05,10/11/05,10,1,118,1.99,165,Y,N,N,N,Y,N,N,N,N,N,N,1,151,164.757,0
224,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,"+++ iPod mini 4GB gr¸n, 3 Monate alt, OVP, i-Pod +++",Mit original Zubehˆr & Rechnung! Kaufdatum: 04.07.2005!,10/1/05,10/8/05,7,1,147,1,0,N,Y,N,N,N,N,N,N,N,N,N,1,156,164.757,0
225,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini 2,2. Generation Silber Nagelneu,10/1/05,10/4/05,3,1,42,99,170,Y,N,N,N,N,N,Y,N,N,N,N,1,160,167.977,0
226,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Neu  Apple iPod mini MP 3- Player 4GB Silver !,,10/1/05,10/4/05,3,1,185,49.9,0,N,N,N,N,N,N,N,N,N,N,N,1,158.51,167.977,0
227,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,APPEL IPOD FOTO 40GB WIE NEU,,10/1/05,10/6/05,5,1,64,1,0,N,N,N,N,N,N,N,N,N,N,N,1,316,221.153,1
229,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini - 4GB- silber,,10/2/05,10/9/05,7,1,141,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,152.99,167.977,0
236,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Apple iPod Mini Silber, neuwertig mit Zubehˆr !",,10/1/05,10/8/05,7,1,194,1,0,N,N,N,N,N,N,Y,N,N,N,N,1,141,167.977,0
239,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple ipod mini silber 4GB II. Gener. Neu & OPV,,10/2/05,10/7/05,5,1,54,1,179,Y,N,N,N,Y,N,N,N,N,Y,N,1,170,167.977,1
240,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Neuer Ipod - mini 4 GB, silber m. Re + Gar.",,10/2/05,10/5/05,3,1,122,1,154,Y,N,N,N,N,N,N,N,N,N,N,1,150.21,167.977,0
241,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Apple iPod mini, 4GB - silber, super gepflegt",,10/2/05,10/9/05,7,1,42,1,145,Y,N,N,N,Y,N,Y,N,N,N,N,1,152,167.977,0
242,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Apple iPod mini, 4 GB, Silber, NEU in der OVP",,10/2/05,10/9/05,7,1,111,1,177,Y,N,N,N,N,N,N,N,N,N,N,1,156,167.977,0
245,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Neuwertiger iPod mini 4GB OVP mit Lederetui!,,10/2/05,10/5/05,3,1,14,30,0,N,N,N,N,Y,N,N,N,N,Y,N,1,156,167.977,0
246,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple Ipod mini 4 GB silber OVP,,10/2/05,10/9/05,7,1,78,1,0,N,N,N,N,N,N,N,N,N,Y,N,1,123,167.977,0
248,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod Mini - 4GB silber - NEU - original verpackt,,10/2/05,10/9/05,7,1,120,1,169,Y,N,N,N,N,N,N,N,N,Y,N,1,161.56,167.977,0
249,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gold,Apple iPod mini ** GOLD ** sehr edel!,wie Neu ∑ Rechnung ∑ OVP ∑ Top Zustand,10/2/05,10/9/05,7,1,16,1,0,N,Y,N,N,N,N,Y,N,Y,Y,N,1,185,158.578,1
250,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,Apple iPod 4GB in Gr¸n Neu+OVP!! H‰ndler !!*,Nagelneu & Originalverpackt+ Herstellergarantie 24 Mon,10/2/05,10/3/05,1,1,2811,1,183,Y,N,N,N,Y,N,N,N,N,Y,N,1,161,164.757,0
251,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,Apple iPod 4GB in Gr¸n Neu+OVP!! H‰ndler !!*,Nagelneu & Originalverpackt+ Herstellergarantie 24 Mon,10/2/05,10/3/05,1,1,2811,1,183,Y,N,N,N,Y,N,N,N,N,Y,N,1,177,164.757,1
255,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,apple ipod mini,,10/2/05,10/9/05,7,1,4,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,152,167.977,0
256,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod mini silber 4 GB,,10/2/05,10/9/05,7,1,320,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,146,167.977,0
257,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,Apple Ipod Mini 4GB,,10/2/05,10/9/05,7,1,22,1,0,N,N,N,N,N,N,N,N,N,N,N,1,127,161.512,0
259,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod mini (4GB silber NEU),,10/2/05,10/9/05,7,1,79,1,0,N,N,N,N,N,N,N,N,N,N,N,1,156.02,167.977,0
261,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,IPod mini 4GB (Silver) Neu,,10/2/05,10/3/05,1,1,114,155,165,Y,N,N,N,Y,N,Y,N,N,N,N,1,165,167.977,0
262,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,IPOD MINI 3Mon.alt RECH.OVP+ iTRIP+LADE+KFZ+iBUDS+SKINS,,10/2/05,10/9/05,7,1,103,1,0,N,N,N,N,N,N,N,N,N,N,N,1,193,167.977,1
263,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,Orig. apple ipod mini 4GB wie NEU pink OVP & Rechnung,,10/2/05,10/9/05,7,1,524,1,169,Y,N,N,N,N,N,Y,N,N,N,N,1,142.99,173.45,0
265,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod mini 4GB silber absolut Neuwertig Garantie OVP,Keine Versandkosten!!!!!!!,10/4/05,10/9/05,5,1,8,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,143,167.977,0
266,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,*** ÕPOD MINI - NEU - UNBENUTZT - GARANTIE - BLAU ***,,10/2/05,10/9/05,7,1,52,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,131,161.512,0
268,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"ipod mini, 4GB, silber",,10/2/05,10/3/05,1,1,116,99,0,N,N,N,N,N,N,N,N,N,N,N,1,150,167.977,0
269,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod mini in Silber 1 x benutzt mit Schutzh¸lle,Rechnung inkl. - Kaufdatum: 05.08.2005,10/2/05,10/9/05,7,1,461,1,190,Y,N,N,N,N,N,Y,N,N,N,N,1,123,167.977,0
271,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod Mini 4GB silber inkl. FM-Transmitter,,10/2/05,10/9/05,7,1,8,150,0,N,N,N,N,N,N,N,N,N,N,N,1,152,167.977,0
272,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"iPod mini 4 GB , 8 Mon. alt, plus FM Transmitter/ Radio",,10/2/05,10/7/05,5,9,445,169,0,N,N,N,N,N,N,N,N,N,N,N,1,169,167.977,1
274,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple Ipod Mini * 4GB * Silber * in org. Verpackung,,10/2/05,10/9/05,7,1,185,1,0,N,N,N,N,N,N,N,N,N,N,N,1,146,167.977,0
275,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,IPod  mini 4GB 1000songs PC+Mac,,10/2/05,10/7/05,5,1,18,1,175,Y,N,N,N,N,N,Y,N,N,N,N,1,142,161.512,0
276,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,"iPod 40GB, 4. Generation, Super Zustand, mit Zubehˆr",,10/2/05,10/9/05,7,1,29,1,245,Y,N,N,N,N,N,Y,N,N,N,N,1,276,221.153,1
277,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Apple iPod mini 4 GB silber, neu (g¸nstiger Versand!)",,10/2/05,10/9/05,7,1,3,1.99,0,N,N,N,N,N,N,N,N,N,N,N,1,172,167.977,1
278,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,NEUWERTIGER Ipod Mini Silber,,10/2/05,10/3/05,1,1,76,1,189,Y,N,N,N,Y,N,N,N,N,N,N,1,166,167.977,0
279,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Apple ipod mini, silber, 4GB, inkl. viel Zubehˆr",#NAME?,10/3/05,10/10/05,7,1,14,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,151,167.977,0
280,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,iPod Mini 4 GB,,10/3/05,10/8/05,5,1,66,1,0,N,Y,N,N,Y,N,N,N,N,Y,N,1,147.5,161.512,0
281,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,"iPod Mini 4GB Blau NEU&OVP, Ungeˆffnet, i Pod Mini 4 GB",,10/3/05,10/4/05,1,1,31,1,150,Y,N,N,N,N,N,N,N,N,N,N,1,171,161.512,1
282,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,Apple iPod mini 4GB pink; neuwertig,,10/3/05,10/10/05,7,1,19,1,0,N,N,N,N,N,N,N,N,N,N,N,1,151,173.45,0
284,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Ipod-Mini Silber, 3 Monate alt, Originalverpackung, TOP",,10/3/05,10/8/05,5,1,120,105,154,Y,N,N,N,N,N,N,N,N,N,N,1,141,167.977,0
285,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,apple iPod 40 GB 4. Generation,,10/3/05,10/8/05,5,1,96,1,0,N,N,N,N,N,N,Y,N,N,Y,N,1,222.13,221.153,1
287,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod mini 4GB *OVP*,,10/3/05,10/10/05,7,1,130,1,0,N,N,N,N,N,N,Y,N,N,Y,N,1,171,167.977,1
288,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink, Original Apple IPOD mini (pink)-  super Zustand -,#NAME?,10/3/05,10/3/05,0,1,27,1,125,Y,Y,N,N,Y,N,Y,N,N,N,N,1,125,173.45,0
290,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod Mini Silber 4 GB wie neu,,10/3/05,10/13/05,10,1,37,1,0,N,N,N,N,N,N,N,N,N,N,N,1,153.35,167.977,0
292,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,Apple iPod Photo 40GB,,10/3/05,10/10/05,7,1,7,1,0,N,Y,N,N,Y,N,N,N,Y,N,N,1,211,221.153,0
296,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,Apple iPod Mini Blau mit OVP ++wie neu++,,10/3/05,10/10/05,7,1,34,1,0,N,N,N,N,N,N,N,N,N,N,N,1,146,161.512,0
306,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,APPLE IPOD MINI 4 GB BLAU (KEIN NANO O. PHOTO) WIE NEU,,10/3/05,10/8/05,5,1,83,1.99,0,N,N,N,N,Y,N,Y,N,N,N,N,1,149,161.512,0
311,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Apple Ipod mini 4 GB silber, Neu & OVP!inkl. Ladeger‰t!",,10/3/05,10/10/05,7,1,68,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,170,167.977,1
312,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,Apple iPod mini+++blau+++4GB+++OVP+++inkl. Ladeger‰t,,10/3/05,10/10/05,7,1,159,1,0,N,N,N,N,N,N,N,N,Y,N,N,1,139,161.512,0
318,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,IPOD MINI - Silber,,10/4/05,10/11/05,7,1,2,1,150,Y,N,N,N,Y,N,N,N,N,N,N,1,141,167.977,0
321,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,APPLE iPod Mini  4 GB in BLAU / mp3 Player / Neu & OVP,,10/4/05,10/9/05,5,1,242,1.99,0,N,N,N,N,N,N,N,N,N,N,N,1,173.06,161.512,1
322,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,APPLE IPOD Mini 4 GB Blau wie NEU+Rechnung+Skin+Garanti,,10/4/05,10/14/05,10,1,41,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,142,161.512,0
323,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,Apple IPoD Blau + Viel Zubehˆr / Reinschauen / OVP,,10/4/05,10/4/05,0,9,174,169,0,N,N,N,N,N,N,N,N,N,N,N,1,169,161.512,1
324,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,iPod 40 GB *NEU* OVP 4.Generation + Extrazubehˆr,,10/4/05,10/9/05,5,1,37,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,280.9,221.153,1
326,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,APPLE iPOD Mini Silber  NEU OVP  4 GB  Eingeschweisst,,10/4/05,10/9/05,5,9,292,174.99,0,N,N,N,N,N,N,N,N,N,N,N,1,174.99,167.977,1
329,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod mini 4gb silber neu,,10/4/05,10/9/05,5,1,43,1,0,N,N,N,N,N,N,N,N,N,N,N,1,150,167.977,0
331,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,NEU!apple iPODmini 4GB!NEU!OVP! Model 2005! 2generation,,10/4/05,10/7/05,3,1,14,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,156,167.977,0
332,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod MP3 mini Player 4GB silber statt 199 Euro,,10/4/05,10/13/05,9,9,13885,179,0,N,N,N,N,N,N,N,N,N,N,N,1,179,167.977,1
334,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Nagelneuer, ungeˆffneter Apple iPod Mini mit 4 GB",,10/4/05,10/11/05,7,1,19,99,198,Y,N,N,N,N,N,N,N,N,N,N,1,171,167.977,1
336,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Mini Ipod  4 GB  silber  mit   Zubehˆr * leicht defekt,,10/4/05,10/14/05,10,1,906,1,0,N,N,N,N,N,N,Y,N,N,N,N,1,102.11,167.977,0
337,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,"iPod mini gr¸n 4GB, Topangebot neu**","Neuger‰t, originalverpackt, unbenutzt",10/6/05,10/9/05,3,1,84,1,150,Y,N,N,N,Y,N,N,N,Y,Y,N,1,146.15,164.757,0
339,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,APPLE IPOD MINI  4 GB SILBER MODELL 2005,,10/5/05,10/10/05,5,1,143,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,174.5,167.977,1
341,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple --- iPod - Mini - 4 GB in 4 verschiedenen Farben,,10/4/05,10/14/05,10,9,142,199,0,N,N,N,N,Y,N,N,N,N,N,N,1,199,167.977,1
342,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,Ipod mini blau *NEU*,mit reichhaltigem Zubehˆr,10/5/05,10/8/05,3,1,181,1,0,N,N,N,N,N,N,Y,N,N,Y,N,1,170,161.512,1
343,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,Apple IPod Mini 4 GB 2. Generation in blau,,10/5/05,10/12/05,7,1,16,1,0,N,N,N,N,N,N,Y,N,N,Y,N,1,161,161.512,0
344,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,Apple IPod Mini 4 GB 2. Generation in blau,,10/8/05,10/15/05,7,1,16,1,0,N,N,N,N,N,N,Y,N,N,Y,N,1,175,161.512,1
346,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,!!!NAGELNEUER IPOD MINI 4GB!!!,,10/5/05,10/8/05,3,1,8,1,0,N,N,N,N,N,N,N,N,N,N,N,1,161,167.977,0
347,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,Apple iPod mini Tragbarer MP3-Player 4GB Blau,,10/5/05,10/10/05,5,1,14,1,0,N,N,N,N,N,N,N,N,N,N,N,1,142,161.512,0
351,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,Ipod mini blau 4Gb mit OVP,,10/5/05,10/8/05,3,1,2,1,0,N,N,N,N,N,N,N,N,N,N,N,1,135.99,161.512,0
353,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod mini 4GB silber neu + orginalverpackt,,10/5/05,10/10/05,5,1,6,150,0,N,N,N,N,Y,N,N,N,N,N,N,1,156,167.977,0
354,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,Apple Ipod Mini - 4GB - blau - ‰hnl. Nano - TOP -,,10/5/05,10/10/05,5,1,289,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,147.22,161.512,0
357,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Apple Ipod Mini 2. Generation, Siber",,10/5/05,10/8/05,3,1,14,60,155,Y,N,N,N,N,N,N,N,N,N,N,1,108,167.977,0
358,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,* * * ipod mini 4 GB in pink* * *,,10/5/05,10/10/05,5,1,4,1,0,N,Y,N,N,Y,N,N,N,N,N,N,1,161,173.45,0
359,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Apple iPod mini 4 GB, SILBER, NEU, OVP",,10/5/05,10/8/05,3,1,48,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,170,167.977,1
364,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,apple iPod mini 4 GB silber - Neu + OVP,,10/5/05,10/15/05,10,1,84,135,168,Y,N,N,N,N,N,N,N,N,N,N,1,189,167.977,1
370,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini 4GB SILBER NEU und OVP (verschweiﬂt),,10/5/05,10/12/05,7,1,0,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,171,167.977,1
372,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod Mini 4GB silber 2.Gen. + iTrip Griffin Technology,,10/5/05,10/8/05,3,1,0,1,0,N,N,N,N,N,N,N,N,N,N,N,1,169,167.977,1
374,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"iPod mini, 4GB, silber ***NEU*** OVP, f¸r PC + Mac",,10/5/05,10/15/05,10,1,29,1,180,Y,Y,N,N,N,N,N,N,N,N,N,1,171,167.977,1
375,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod Mini Silber - inkl. Fernbedienung und H¸lle!,,10/5/05,10/12/05,7,1,67,1,0,N,Y,N,N,Y,N,Y,N,N,N,N,1,174,167.977,1
377,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"iPod mini 4GB silber (fast unbenutzt, Originalzubehˆr)","Anfang M‰rz gekauft, daher noch ca. 17 Monate Garantie",10/6/05,10/16/05,10,1,58,1,160,Y,N,N,N,Y,N,Y,N,N,Y,Y,1,152.55,167.977,0
379,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod mini mit Netzteil und iPod mini Dock Top !!!!,,10/6/05,10/6/05,0,9,62,195,0,N,N,N,N,N,N,Y,N,N,N,N,1,195,167.977,1
382,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,Neuer Apple i pod,,10/6/05,10/9/05,3,2,57,1,130,Y,N,N,N,N,N,N,N,N,N,N,5,140.14,161.512,0
386,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini 4 GB Silver Ausstellungsst¸ck wie Neu,,10/6/05,10/16/05,10,1,2035,1,0,N,N,N,N,N,N,N,N,N,N,N,1,150,167.977,0
388,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini 4 GB Silver Ausstellungsst¸ck wie Neu,,10/6/05,10/11/05,5,1,2035,1,0,N,N,N,N,N,N,N,N,N,N,N,1,152,167.977,0
391,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Gebrauchter iPod mini,,10/6/05,10/13/05,7,1,69,1,0,N,N,N,N,N,N,Y,N,N,N,N,1,109,167.977,0
392,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,Apple iPod 4 GB mini gr¸n,,10/6/05,10/9/05,3,1,16,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,151.99,164.757,0
393,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini silver 4GB mit Docking-Station,,10/6/05,10/13/05,7,1,0,25,0,N,N,N,N,Y,N,Y,N,N,N,N,1,146,167.977,0
397,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple - ipod Mini 4GB  ** BLAU ** NEU/OVP ! Rechnung,,10/6/05,10/13/05,7,1,1374,1,0,N,N,N,N,N,N,N,N,N,N,N,1,163.75,167.977,0
398,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple - ipod Mini 4GB  ** BLAU ** NEU/OVP ! Rechnung,,10/6/05,10/11/05,5,1,1374,1,0,N,N,N,N,N,N,N,N,N,N,N,1,175.01,167.977,1
401,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,I Pod Mini    Apple & PC,,10/6/05,10/13/05,7,1,80,1,0,N,N,N,N,N,N,N,N,N,N,N,1,156,167.977,0
